"","SL05_5_RC5_01_4284","SL05_10_RD2_01_4361","SL05_2_RC2_01_4250","SL05_11_RD3_01_4382","SL05_5_RC5_01_4366","SL05_7_RC7_01_4311","SL05_3_RC3_01_4293","SL05_14_RD6_01_4381","SL05_13_RD5_01_4392","SL05_1_RC1_01_4341","SL05_15_RD7_01_4337","SL05_4_RC4_01_4268","SL05_10_RD2_01_4279","SL05_6_RC6_01_4358","SL05_7_RC7_01_4393","SL05_12_RD4_01_4247","SL05_15_RD7_01_4255","SL05_13_RD5_01_4310","SL05_9_RD1_01_4260","SL05_11_RD3_01_4300","SL05_3_RC3_01_4375","SL05_6_RC6_01_4276","SL05_14_RD6_01_4299","SL05_2_RC2_01_4332","SL05_12_RD4_01_4329","SL05_8_RC8_01_4377","SL05_8_RC8_01_4295","SL05_4_RC4_01_4350","SL05_1_RC1_01_4259","SL05_9_RD1_01_4342"
"11",14.6755329496703,12.6226813756597,15.2730926942987,12.781042780298,12.5460822091375,18.1812012516301,13.9819994798438,12.5199289403737,12.7734030459511,12.8337095457944,12.8821518532186,15.7031909324536,13.4529658633648,12.5328243622948,15.062426479045,12.0555712340728,15.2131332992405,15.8407719699583,15.1397313547058,15.3972577305021,12.8329589555981,12.989037124222,15.2526286221932,12.9537876660483,13.4873142516988,12.689007171129,15.6515355846347,13.0299303493949,12.0623172791886,12.4700963037002
"12",12.5855183562588,10.9581966040265,13.4978797332227,10.8977473517171,11.144977645581,14.3921935901654,12.4582297474829,12.8238213181892,12.5235758874294,11.1423333112786,16.8372998160556,13.7471972782915,12.4765134723841,11.0814275050307,10.9062440715395,12.6462876016868,16.4663360584733,12.5417343428777,11.5867228723964,13.4294335603273,11.1885426927907,12.3718796485422,13.8528308998824,11.6118655074861,12.1511060864428,11.6579260219789,13.8197547942049,11.597378579068,12.7764589367722,11.3958780239402
"13",11.9753648518369,11.2826275097256,15.5731926267194,10.7250952203303,10.7310999584226,13.0107677939865,13.5815079376325,13.954070435389,11.2834809436471,12.3449906987172,15.3978377441742,12.5700840701865,13.881286698913,10.6111765097831,11.3601269190637,13.6369640795068,14.8801140800367,14.8623888712615,15.088801337921,13.2003321580594,11.1592512772377,12.3876949938036,16.4501531820383,13.1468713019445,11.2297648260025,13.6891036043078,16.5909397982642,11.2014337833188,15.0231457057576,12.7865208070904
"14",15.9476850889215,11.9171281997639,12.2043929335075,12.4033050340559,13.6196406938497,17.3868300246742,14.232462648402,12.6930277156178,12.3870020440177,12.8819655002604,17.7567734469143,16.2367699828075,14.6982803293094,11.7542698630989,14.2871559048341,12.3888410881668,17.9394241792834,12.3358390116553,14.2585126966155,15.1937010088636,12.5310978432463,15.1157296660153,12.9589960203067,11.845019537973,13.813742327006,11.963775069189,13.3466374168664,14.117782270597,15.2674149400556,11.6947294034435
"15",19.0480447845422,16.8589749668025,17.6171478305505,16.9388068081573,17.2309986056965,18.1711827547782,19.5361414270762,15.9892473231404,15.6792586399018,17.1965145574095,16.2616159397054,19.9975165847775,18.1681609866055,17.4225150978523,17.1183424388304,18.1975526735123,19.6794711865819,18.7801991206539,19.4017526891258,20.1334039232842,17.178875147976,19.5744555196024,18.9195560501144,16.7732700051824,17.4936433617103,16.0758907956356,20.2983234222821,17.8083289109528,18.764384675113,17.3688979142332
"16",14.9860055332043,13.9501448845637,18.4489499724991,11.8922736697239,12.3547872991665,15.246389350035,16.9551536812528,11.7347593313893,13.687085804066,15.1887315980011,15.3874129566837,15.1460631733955,16.547774036628,11.9408689770146,12.307934808986,16.4019239962184,11.166743715834,16.795637411926,17.49790980845,14.8872192205705,14.3577175009465,14.7265461196005,14.5607856344365,16.1230058315925,14.3142668057911,10.9306898808367,13.6142397288807,12.9104604792198,17.5879149419528,15.2329553074328
"17",17.7412535190798,16.1242436501711,17.5453164926085,15.7816642375846,15.9851150473757,17.6818687104436,18.1094898686197,15.9221697942293,15.6150668345583,16.4173524075008,15.8856794446741,18.1565395632851,16.2542768069424,16.1113828873071,16.0453622964592,16.4979525548878,18.6305886431524,20.3825968512566,19.3358830248178,20.1945198675187,16.362896222481,18.4768563151764,18.5248668785509,16.470445171134,16.5642871326903,15.7706299123025,19.2091735552604,16.525811883778,17.4225819655894,16.6453021957412
"18",13.9954011854682,12.2180184702641,16.5447469309019,12.3762272732048,12.5048699723522,13.5427564152028,16.2173622604025,12.8857302545431,14.1696618500665,13.0571928929631,15.9100711071199,14.9883575235776,15.0599697064073,12.4772345305841,12.8910927663505,16.838202053921,15.8073796029825,14.9481982416504,15.3462981106007,13.2891753252548,13.2857752759253,13.8696052090112,16.2149767159037,13.7508084789304,14.2464454570201,13.011005394121,16.2253319005562,13.0255969352558,15.7935079584641,12.6761530444915
"19",15.1744303254716,12.650453361879,16.1093797097856,14.070815716647,12.1014684035848,17.6115006895526,14.6236478851291,13.6487944445922,14.2368250157137,13.3915222185835,13.9095650826873,16.4454177965922,16.1190948442891,13.3821434665568,14.2545849112531,15.2758048151085,16.5048711047324,13.1718902266141,17.6214180860823,17.5079675956269,11.4245317929827,14.4556544419677,16.9729227466714,12.8908591062695,12.2214213262625,14.0720949766755,17.544754476384,13.3909225433196,16.6111353690379,14.5332730479767
"20",12.076673723393,11.0638616300974,14.8019242135903,10.3681010193537,10.4851793567056,12.1125324110049,12.9420077415547,13.3956583845203,13.0978728961683,11.4973859099063,16.1219537201708,11.8418151028943,13.6615981715718,10.3734481915904,11.0316833212765,13.3550215585324,15.5767603515364,13.3736472503315,13.5818652103476,12.7551623635606,11.1854025712167,11.8770140911161,14.8019612174901,12.6664261091115,11.8307402021326,12.1226815430672,9.81309693825369,11.0094728409636,13.9896236070651,11.5345443298384
"21",17.6516976128273,13.7694346300427,15.7397391048015,14.9295918957516,15.1454267312384,17.3929231986494,16.0645048071572,12.7903449168924,11.4551800779445,14.5937556076143,17.2586046596382,18.1245547369456,16.1824564908864,14.878179667707,14.4275600422926,14.5605765687731,17.7703454685924,14.2326568928516,16.4879643849335,17.7516146446325,13.5160378244049,17.3512080419221,15.2253897148277,13.2371876367591,12.4808742485059,14.4477181429312,17.3670563537356,15.6946354707494,17.1265581272043,14.1406466293635
"22",19.6356467225234,14.9163238701675,16.945808067236,15.4816825538153,16.8744981357879,19.0944807655029,17.9567422465098,14.0376055249113,11.9131647105532,15.929301216278,17.5459202117896,19.3845068471468,17.5220086701781,16.3845613888475,16.0181409081497,15.678257763459,10.6735267974175,14.8684370384936,17.7056574858253,18.4908768218647,15.3760677447774,19.0748050725201,11.4737411692755,14.4830032523815,13.5589588706363,9.99973288649201,13.1386044492796,16.9040591398317,18.4005975281586,15.3006500036423
"23",15.7190950100482,11.2525404150279,11.7399138706746,13.3035759437339,13.9851396557978,15.7173651296273,11.990139549187,11.2819782941041,10.9725546431104,11.5759685993652,18.4605108906505,16.9725024510622,11.9063325451119,14.1083555494326,13.7599894755252,14.3010128762929,20.9723809746306,10.3884052873328,12.9905903928,15.6567045109181,11.8516455650565,15.5231600295989,11.1596431751591,10.1031659161397,13.7903023192483,10.6058807593583,12.2455579285884,14.7623316756131,12.442144832509,11.5892065432033
"24",14.8093691517913,11.0761700409727,15.5713002632226,12.1230246246231,12.0892138160206,15.2552977543144,15.8459627912997,13.8991328635891,13.5977963237694,12.8634129042822,16.3203174284809,15.53327673182,13.7171253983195,11.7502870405675,12.1648983358284,14.0756421930598,12.4084525851601,13.1685318045161,14.4306206125817,14.912737058579,13.2629883138205,14.2995656457814,14.0363443454087,13.2617537706867,12.0589570323446,12.2525573081612,15.1678038521038,13.4623272751408,15.3072245776162,11.90392918132
"25",24.3348383370709,19.6584663623636,19.7070900965076,21.5314152542466,21.3078943805039,24.6115397490078,23.0766094681256,16.3237752439209,14.6200285978826,21.0219635495381,13.1839109533229,24.7133162369555,23.1506222892967,21.4313639532263,21.3785225507254,20.670233846854,14.8949423485494,17.5346273968573,23.7407083402628,24.6729670597927,19.5775398147062,24.4144196913246,18.9172894857471,16.9321343560733,18.0817472138791,20.8373536370601,24.3417772308426,22.5044176234892,24.1396703155778,20.4762896045301
"26",25.0844102199495,20.9381492691191,20.7842748928366,21.9233334706156,23.2621589492186,25.0531685578897,24.4718653265059,13.0297044383926,15.5585715904244,22.2675095264527,15.1553536010972,25.0068013352006,24.0200177070367,23.0287576193825,22.87250045015,21.9745985660033,16.9954044488828,18.9101587808679,24.3336966853181,24.7249155616712,21.5038993579578,25.0612261437153,15.8773661475614,18.4042894926582,19.1624609413324,16.6222605448676,19.7132178420295,23.6096711313807,24.7145593371286,21.7163954997191
"27",20.9173320124762,20.6751012020404,24.8543960794871,18.3239926101967,18.3747802820202,21.1369147851994,23.5404813985149,22.3513583600918,20.3731689045972,21.8445510012777,12.8245212428412,21.6812457049969,23.7881356276393,18.4593939697804,18.2032054945304,21.8288458848173,12.7562600605321,24.0781095898569,24.063636184032,21.6130781049735,20.4327177450429,21.0635170365858,24.7903503861321,22.94245526379,18.9793234856872,21.5296776592523,24.594561524501,19.4157885669565,24.3377624839158,21.4254366966172
"28",15.9386467125182,13.9421945817393,14.5978431976314,15.2426933781808,13.2924794778987,19.3601159410268,14.3074395877188,13.9803734601451,13.6729293922852,12.8137332492635,17.1540954982793,17.9588169453652,13.7767265866996,15.7111869750237,16.2518549534518,16.3575822432641,11.7762666519005,14.6540425452008,16.7654406991375,18.4398871772993,14.3130274618228,18.351787120194,15.1313656456553,12.5113369255184,15.2115285845383,13.182707892575,16.1915463355451,15.6043354784498,15.5306545846933,14.4542867413215
"29",17.3705130149992,18.3952099884417,21.5178023656543,15.234488995787,14.6198207812797,18.8464295420825,22.1190842343719,19.4484242448425,17.8910827996321,18.3642681347253,13.4094268583052,18.7221689122572,21.3446078602407,14.738530200595,15.5732325063168,21.5644342160844,14.2854957742554,21.1634813864998,21.9110616747644,18.5248856451345,19.0739316835487,18.0674455214738,22.5281297548488,18.7596118040016,18.9531801231895,19.1141000641147,22.5820987863297,15.9688243523654,21.166293051969,19.1716294506012
"30",22.1345136787554,14.2771663206661,13.4654896817979,18.658311514946,19.8265732529323,20.4680403226536,14.1974701854753,11.0806201948262,10.7568752335489,14.820480558229,21.3359319035468,23.3697602031114,12.9755233430112,20.2672866814051,18.7266791757406,22.6503846618669,23.0716336647785,10.5703578781745,13.8339796707772,21.1928907314969,15.3130758805146,22.2052877629372,10.1168606277248,10.8536362641413,19.8826902476251,11.5050808031884,14.5154367318566,20.809133515107,13.3160175495655,14.5386015901454
"31",22.3904097425736,21.2300502025739,25.0954691392579,17.8006844847536,19.0554035889588,22.4561998559973,24.509852911072,17.4232591767771,20.7551372757864,22.404318211659,12.1421667466175,22.5250932542819,24.3397294656132,18.8317949926469,18.7093207108102,22.4637413766441,13.7964276328873,24.3205431764119,24.4927471901541,21.2500048709867,21.6150497821749,22.0916758834626,20.2837567386288,23.7760535523377,19.5521143960764,16.2485798137765,19.3178275724798,19.4090351755019,24.7711657248358,21.935184117593
"32",15.5825371129362,12.5483066529807,17.3539103063565,13.7872445857219,15.2670752641553,15.8554584031052,17.4259145395225,12.569049215221,13.9677915215528,13.555320272816,16.932597692781,19.1060077469507,16.4150763668344,15.2840047963112,13.074218570266,16.5693963954686,17.4181753722756,15.1487538322283,17.3086171966029,17.4977003206052,13.4662359420335,18.5523121428702,15.4068420801851,14.1925449157321,15.3556779955593,12.9593203163904,17.0652941759703,16.2369299372293,17.4545085272297,13.4567698758403
"33",25.5386767045653,18.5477961167274,17.2813497685037,22.0234985680923,23.0175509942311,23.8075321005422,20.6559117574024,14.1848700436506,13.2053347829609,19.1391464257307,19.8062019001489,26.4924779733552,19.2005773201954,23.5595891744662,21.8390339422223,24.6986932227386,22.1958342211387,16.5345060540329,20.0486532746961,24.8872569930413,19.4742106209918,25.8962329101006,14.4137027977441,15.4342370264501,22.7759551262707,13.5647035371391,17.2911088556155,23.9028829886175,20.163866195832,18.9115742386358
"34",18.4149419597529,13.7345750553582,14.7401954807411,15.130728675742,15.338870192948,17.5549498751669,15.4364572618439,13.1900356768487,12.8794623238892,14.0778738753096,18.1035752882934,18.6061624761106,14.8083183925598,15.8560949150849,15.4492474747368,16.6517775164254,18.7931229442028,13.4946570269723,15.6083773804853,17.6774097887128,14.2477734114654,17.4921568360289,14.5639961704774,11.4216721871998,15.5718755014387,12.8958357127988,14.6351621723103,16.393440925717,15.6121648905733,14.1371170230132
"35",23.8674803069405,17.7586839340668,17.0951812842756,20.6283696616942,21.4958345381455,22.5696255664233,19.8336868023803,14.2358696765274,12.4652704495423,18.2927856877804,19.2340460315001,24.8261354730643,18.5782458363099,21.955196002745,20.5450110070326,23.5957660282186,21.2626033904638,15.3943256990671,19.4107480283753,23.4447553405628,18.5714667416654,24.155493886602,14.6831489204965,15.2368486812875,20.3360255475062,15.075631126127,17.7035196479009,22.3277620889917,19.476947551409,18.1419950625429
"36",16.3990731762114,12.5953860588452,13.7637736220547,14.2113683702087,14.8072848673739,16.9473760924577,14.8103366710945,12.379502922854,12.0697907556234,12.9245140351749,18.487645862705,19.0139773788693,13.7464178576269,14.9499271383932,14.5988561247537,13.0652586705286,18.9960170093758,10.7509295853529,13.7477220872432,16.6665451928083,13.1340362327922,16.1995332170809,12.3259260313021,11.6696556428031,14.7015122845889,11.8936266062145,14.8072795423922,15.5400290284516,15.4338731994032,12.9717067557986
"37",12.7446732152364,11.7050321466077,14.3864624221,11.3986729727208,11.5974585498043,13.3343848677542,13.3399268753213,13.4374106880453,13.1370211161647,11.8920916888427,15.1844569448368,14.117767984672,13.2607884614942,11.5443857937977,11.9873486171,13.3229154946421,17.5063416038646,13.5326748897746,14.0166126068504,13.8260173624686,11.9010716993306,13.1762381424891,14.7246669430068,12.4863986908631,12.6553063462948,12.3765063165221,13.6701426165759,12.1556383898304,13.7645940390545,12.1649642309872
"38",14.8999106878399,15.1129849158118,19.3665398007099,15.8977433675893,15.3417002488395,19.8303986658434,20.5163799398242,16.2223065749178,14.3148846812424,16.3948635317579,15.0180635627813,17.7829139492468,18.5026505850369,14.4431357873123,16.3988073511222,18.1197217965536,14.1127555797367,18.063073932663,19.4713176166927,19.3914726587908,17.5268178737329,17.7542338710025,19.1694137019742,16.5675960370062,15.3159965504683,16.2858445433888,19.7369299589208,15.00403594197,19.5193298268845,16.6736566170211
"39",14.371575116611,12.3308481006376,15.6013314660266,12.6322273678605,12.8372733181124,15.4280691588096,14.7269185319901,13.4140929196258,13.8010876253604,12.4780567338258,16.3377152040028,15.3935505881732,14.7187643613547,12.8356864617997,13.1295333093382,14.6889067570945,16.3253433665512,13.9677246825958,17.0036052351624,15.148812798654,11.4590777286618,14.2453403255676,15.9774251023668,12.8040434558933,13.7496516238858,13.1712287285772,16.1134498378988,13.3928647598307,14.8792092007202,14.5644094440937
"40",20.0489966023618,17.5406464701688,19.2090448936876,17.7521393023444,18.0732303110023,20.227933198582,19.9211575966327,16.261674203474,15.9500830895673,17.9031294545111,16.3227337257792,20.8571283401564,19.3249092708721,18.303760939828,17.8718937450031,20.6695263243044,17.4777355652587,18.4657758180869,20.0807434896727,20.5987618278191,17.8908777585684,20.2644836019856,18.1826482845922,17.2726329937222,18.2543354917399,16.5164571793101,19.1027923080998,18.6605304733374,19.8445101496131,18.053175374307
"41",14.280475146823,11.7583003847759,13.7994862299395,11.4902596421451,12.0556122736078,15.4526406699375,13.5381549417277,12.8769517993531,12.5734620453869,11.8320125753612,17.2739410502196,15.6669581685525,12.3184310987548,12.0806679155057,12.379115367793,13.316425313187,17.2287557107699,12.7416082216866,13.6563769614764,14.960937788713,12.0813913350063,14.8889091321702,13.7581282150559,11.9209406054088,13.1792348715349,11.6857806252983,14.5126050889988,13.1569007307705,13.8745007620166,11.4182173055629
"42",16.4165724444774,11.3662400269238,13.5517192908427,13.0692025855385,13.4797079923405,16.9073852701877,14.8134963535592,12.2838096965813,11.9758773955868,12.4775340976218,18.289875520089,19.0040007833708,13.6328454734236,13.0799585108598,13.0734881713172,13.0368981662006,18.6116088901225,10.9414408001623,13.7435702377829,16.6464802662604,11.9718536429387,16.2028460238968,12.5519800864691,10.8617994081894,9.74879436658959,11.7698565035214,14.8770194291566,15.8166815488514,15.4369073339122,11.4262529798091
"43",16.4228734657197,12.0563289517708,11.6540126254361,13.2419779144054,13.5513387471678,17.0051895184677,15.7005451265613,13.4310819958037,13.12564802827,13.4500206189259,17.2077270655651,17.4003959637412,14.4734247137634,13.9370202991242,13.477740605715,14.5586842704384,11.7139268070173,13.7005498299427,15.6341134184334,16.6609485100261,12.7844873807254,16.7630232743688,14.4499493439734,12.8066455896311,11.6333667772633,12.7676815202413,11.3849800004602,14.6501987063729,16.5630998914203,13.1492444355939
"44",15.3722154576767,12.5278225035891,15.3681765836187,11.5825442332751,12.7293367404541,16.8693854323448,14.6537135583272,12.8977636555625,12.5922255609761,12.9506899091005,17.5576126860952,17.2597573414088,14.32640850174,13.4515230454525,13.4302585627872,13.3448032866664,17.7165972846334,12.8997385060821,14.9250986542698,14.4756250892644,11.8233578123377,16.2228753661479,12.1408116759541,12.9138430122148,10.7370290197887,12.1612291568526,11.2588683369213,14.5871485777166,15.0785710653251,12.9346041400384
"45",19.5076354818801,14.1363678470901,14.1044249065343,16.681452214351,17.4723507101971,18.8599270460557,15.7489462783303,12.4853266426885,12.1693838583421,14.5613822591076,19.6565131339229,20.6383934483021,14.8152543351107,17.7554111406686,16.889387080203,17.8210921540359,21.6725856883352,12.5519176199972,15.6476585442368,19.2376360779524,14.8528933399462,19.5290170149309,12.5410324665514,12.2685595038549,16.6788420419552,12.5077659847329,14.3332511258436,18.285911140783,15.7738722620868,14.4871877309088
"46",13.7823702921845,12.2329567287639,14.5499649965651,12.9104963788445,12.2434324586531,14.8582449463758,15.9020870894352,12.936078063364,12.6308048133716,14.454159201824,22.9997271237197,14.7598752845012,12.5759493431502,12.6337637557926,12.0300117090236,13.0194312362421,24.5469001104723,13.2760352112412,16.2473902482819,12.4767260592202,13.9940466786194,14.2489866823202,13.6904930629313,12.7542011408121,13.7668703878995,12.184467806933,13.9392715262378,12.8047445186262,16.3298646187054,14.5044382335797
"47",18.6979398716007,14.5166832338339,15.2360166269567,16.1553808264254,16.7612226316354,18.4943799070196,16.2966225400579,13.4287121190839,13.1159223761836,14.8943230768095,18.1488006819489,19.7532866276432,15.5571956641527,16.9850159224532,16.3988761676278,17.6746709163781,20.2927758807467,13.9563661330625,16.3622863135367,18.7552432219274,15.080517787272,18.7271861410811,14.0591842779634,13.3694813594435,16.4260694194973,13.346001099677,15.2581366776846,17.4899155798775,16.3731185386704,14.9176672283629
"48",15.2189177778373,12.9474889976957,16.2112420657817,12.4083566949741,13.7210797675442,17.1907137322055,14.6696287176073,13.1965167326776,13.9570028093153,13.2450675236723,15.3757973814221,16.8719757179223,15.994519350729,13.7633064659138,14.2324362984522,15.2240253812916,17.7648782710879,13.7533370422366,17.6423751133818,16.4230866650339,13.7930315046362,14.2295034496884,16.2047423192594,13.48355823019,14.4400947148654,12.7560787099567,15.865386954694,13.8805988912499,16.2622706581589,14.8036042687231
"49",18.8431880098439,14.4954299864016,15.1082732836372,16.2589809803603,16.8903993251537,18.5743792435725,16.2566426933219,13.3160619430631,13.002789521757,14.8803587136869,18.2899614552354,19.9072731715075,15.4883671239315,17.1236411843967,16.4952704120809,17.7294914734109,20.5366695812332,13.7924075355507,16.2971399570436,18.8551117495668,15.0806418784456,18.873582969005,13.8723097296284,13.2456856445036,16.4885948092732,13.2542937762546,15.1613973577676,17.6306830181591,16.3230263703827,14.8899219187472
"50",12.3134183861281,12.5123483849448,14.4400953421471,11.9785587327891,12.1328593940582,17.1311364869914,10.6659901092173,14.0696803649879,13.768976400092,12.704969065656,13.5986779532025,15.0498757966497,14.9499448548411,12.0942877119817,13.988861132779,13.4597490329811,15.015888175288,12.6404329513824,17.9034015070692,14.805169284035,12.6779492420328,12.1791207813737,14.1650833326424,13.3995323331417,13.2253813207924,13.1300652743386,15.4456883041488,12.667466454354,14.2194398996718,15.2895716094932
